experiment,Test/Cosine_Sim,Test/KL_Div,Test/MSE,Test/Cosine_Sim_Norm,Test/MSE_Norm,Test/KL_Div_Norm,score
exp_adamw_roberta_large_lr5e-05_drop0.5_hierarchical_epochs5_frozen_roberta,0.7924,0.3789,0.0249,0.7924,0.9751,0.6211,2.3885
exp_roberta_large_lr1e-05_drop0.3_epochs5_frozen_roberta,0.7897,0.3769,0.025,0.7897,0.975,0.6231,2.3878
exp_roberta_large_lr5e-06_drop0.3_epochs5_frozen_roberta,0.7913,0.3794,0.025,0.7913,0.975,0.6206,2.3869
exp_adamw_roberta_large_lr5e-06_drop0.3_bigger_mlp_epochs5_frozen_roberta,0.7908,0.3789,0.025,0.7908,0.975,0.6211,2.3869
exp_adamw_roberta_base_lr5e-06_drop0.5_epochs5_frozen_roberta,0.79,0.3787,0.0252,0.79,0.9748,0.6213,2.3861
exp_adamw_roberta_base_lr5e-06_drop0.3_bigger_mlp_epochs5_frozen_clip,0.791,0.38,0.0253,0.791,0.9747,0.62,2.3857
exp_roberta_base_lr5e-06_drop0.3_epochs5_frozen_clip,0.7902,0.3795,0.0253,0.7902,0.9747,0.6205,2.3854
exp_adamw_roberta_large_lr5e-06_drop0.5_gelu_epochs5_frozen_roberta,0.7898,0.3804,0.0251,0.7898,0.9749,0.6196,2.3843
exp_roberta_base_lr1e-05_drop0.3_epochs5_frozen_roberta,0.7873,0.3788,0.0251,0.7873,0.9749,0.6212,2.3834
exp_adamw_roberta_large_lr5e-06_drop0.5_epochs5_frozen_clip,0.7896,0.3815,0.0253,0.7896,0.9747,0.6185,2.3829
exp_adamw_roberta_large_lr5e-06_drop0.3_epochs5_frozen_roberta,0.7901,0.3825,0.0253,0.7901,0.9747,0.6175,2.3823
exp_adamw_roberta_large_lr5e-06_drop0.3_epochs5,0.7896,0.3833,0.0254,0.7896,0.9746,0.6167,2.3808
exp_adamw_roberta_base_lr5e-06_drop0.3_gelu_epochs5_frozen_clip,0.7894,0.3839,0.0255,0.7894,0.9745,0.6161,2.38
exp_adamw_roberta_base_lr5e-06_drop0.3_epochs5,0.7886,0.3839,0.0255,0.7886,0.9745,0.6161,2.3792
exp_adamw_roberta_large_lr5e-06_drop0.3_gelu_epochs5_frozen_roberta,0.7889,0.3853,0.0254,0.7889,0.9746,0.6147,2.3782
exp_adamw_roberta_large_lr5e-06_drop0.5_bigger_mlp_epochs5_frozen_clip,0.7875,0.385,0.0256,0.7875,0.9744,0.615,2.3769
exp_adamw_roberta_large_lr5e-06_drop0.5_epochs5,0.7894,0.3876,0.0255,0.7894,0.9745,0.6124,2.3763
exp_adamw_roberta_base_lr1e-05_drop0.5_gelu_epochs5_frozen_roberta,0.7877,0.3857,0.0256,0.7877,0.9744,0.6143,2.3763
exp_adamw_roberta_base_lr5e-06_drop0.5_gelu_epochs5,0.79,0.3888,0.0257,0.79,0.9743,0.6112,2.3755
exp_roberta_base_lr5e-06_drop0.5_epochs5,0.7887,0.3884,0.0258,0.7887,0.9742,0.6116,2.3746
exp_adamw_roberta_base_lr5e-06_drop0.3_gelu_epochs5_frozen_roberta,0.7888,0.3886,0.0257,0.7888,0.9743,0.6114,2.3745
exp_adamw_roberta_base_lr1e-05_drop0.5_epochs5_frozen_roberta,0.7847,0.3855,0.0256,0.7847,0.9744,0.6145,2.3736
exp_adamw_roberta_large_lr5e-05_drop0.3_hierarchical_epochs5_frozen_roberta,0.7869,0.3885,0.0257,0.7869,0.9743,0.6115,2.3726
exp_adamw_roberta_base_lr5e-06_drop0.3_bigger_mlp_epochs5_frozen_roberta,0.7872,0.3893,0.0257,0.7872,0.9743,0.6107,2.3722
exp_adamw_roberta_large_lr5e-06_drop0.5_gelu_epochs5,0.7888,0.3912,0.0256,0.7888,0.9744,0.6088,2.372
exp_adamw_roberta_base_lr5e-06_drop0.5_bigger_mlp_epochs5_frozen_roberta,0.7856,0.3878,0.0259,0.7856,0.9741,0.6122,2.3719
exp_adamw_roberta_base_lr5e-06_drop0.5_epochs5,0.7868,0.3898,0.0261,0.7868,0.9739,0.6102,2.3709
exp_adamw_roberta_base_lr1e-05_drop0.3_gelu_epochs5_frozen_roberta,0.7861,0.3897,0.0258,0.7861,0.9742,0.6103,2.3705
exp_adamw_roberta_large_lr1e-05_drop0.3_bigger_mlp_epochs5_frozen_roberta,0.7878,0.3925,0.0257,0.7878,0.9743,0.6075,2.3696
exp_adamw_roberta_large_lr5e-05_drop0.5_hierarchical_epochs5,0.7858,0.3918,0.0257,0.7858,0.9743,0.6082,2.3684
exp_adamw_roberta_base_lr5e-06_drop0.3_bigger_mlp_epochs5,0.7865,0.3926,0.026,0.7865,0.974,0.6074,2.3679
exp_adamw_roberta_base_lr1e-05_drop0.5_epochs5,0.7855,0.3928,0.0261,0.7855,0.9739,0.6072,2.3665
exp_adamw_roberta_base_lr5e-06_drop0.5_gelu_epochs5_frozen_roberta,0.7848,0.3929,0.0261,0.7848,0.9739,0.6071,2.3658
exp_adamw_roberta_base_lr1e-05_drop0.5_bigger_mlp_epochs5,0.7866,0.395,0.0262,0.7866,0.9738,0.605,2.3653
exp_adamw_roberta_large_lr5e-06_drop0.3_epochs5_frozen_clip,0.7847,0.3934,0.026,0.7847,0.974,0.6066,2.3652
exp_adamw_roberta_large_lr5e-06_drop0.3_gelu_epochs5,0.7861,0.3958,0.0258,0.7861,0.9742,0.6042,2.3645
exp_adamw_roberta_large_lr5e-05_drop0.5_hierarchical_epochs5_frozen_clip,0.7866,0.3975,0.0258,0.7866,0.9742,0.6025,2.3633
exp_roberta_large_lr5e-06_drop0.5_epochs5_frozen_clip,0.7845,0.3954,0.0261,0.7845,0.9739,0.6046,2.363
exp_adamw_roberta_base_lr5e-06_drop0.3_epochs5_frozen_roberta,0.7833,0.3942,0.0262,0.7833,0.9738,0.6058,2.363
exp_adamw_roberta_large_lr5e-06_drop0.3_bigger_mlp_epochs5,0.7847,0.3957,0.0262,0.7847,0.9738,0.6043,2.3629
exp_roberta_large_lr5e-06_drop0.5_epochs5,0.7835,0.3947,0.0261,0.7835,0.9739,0.6053,2.3627
exp_adamw_roberta_large_lr5e-06_drop0.5_bigger_mlp_epochs5,0.7834,0.3957,0.0262,0.7834,0.9738,0.6043,2.3615
exp_roberta_base_lr5e-06_drop0.3_epochs5,0.784,0.3962,0.0262,0.784,0.9738,0.6038,2.3615
exp_adamw_roberta_large_lr5e-05_drop0.3_hierarchical_epochs5,0.7835,0.3962,0.0261,0.7835,0.9739,0.6038,2.3612
exp_roberta_base_lr5e-06_drop0.5_epochs5_frozen_roberta,0.7815,0.3942,0.0262,0.7815,0.9738,0.6058,2.3611
exp_roberta_base_lr5e-06_drop0.3_epochs5_frozen_roberta,0.7831,0.3964,0.0262,0.7831,0.9738,0.6036,2.3605
exp_adamw_roberta_base_lr5e-06_drop0.3_gelu_epochs5,0.7846,0.3983,0.0263,0.7846,0.9737,0.6017,2.36
exp_roberta_base_lr1e-05_drop0.5_epochs5,0.7843,0.3992,0.0263,0.7843,0.9737,0.6008,2.3588
exp_adamw_roberta_large_lr5e-06_drop0.3_gelu_epochs5_frozen_clip,0.7826,0.3985,0.0263,0.7826,0.9737,0.6015,2.3578
exp_roberta_large_lr5e-06_drop0.3_epochs5,0.7829,0.4004,0.0264,0.7829,0.9736,0.5996,2.3561
exp_adamw_roberta_large_lr1e-05_drop0.5_epochs5,0.7829,0.4032,0.0264,0.7829,0.9736,0.5968,2.3534
exp_adamw_roberta_large_lr5e-06_drop0.3_bigger_mlp_epochs5_frozen_clip,0.7809,0.4016,0.0266,0.7809,0.9734,0.5984,2.3527
exp_adamw_roberta_base_lr1e-05_drop0.5_gelu_epochs5,0.7824,0.403,0.0269,0.7824,0.9731,0.597,2.3526
exp_adamw_roberta_base_lr1e-05_drop0.5_gelu_epochs5_frozen_clip,0.7823,0.404,0.0265,0.7823,0.9735,0.596,2.3518
exp_adamw_roberta_large_lr5e-06_drop0.5_gelu_epochs5_frozen_clip,0.7793,0.4016,0.0266,0.7793,0.9734,0.5984,2.351
exp_roberta_large_lr5e-06_drop0.3_epochs5_frozen_clip,0.7805,0.4052,0.0267,0.7805,0.9733,0.5948,2.3486
exp_adamw_roberta_base_lr1e-05_drop0.5_bigger_mlp_epochs5_frozen_clip,0.78,0.4057,0.027,0.78,0.973,0.5943,2.3473
exp_adamw_roberta_large_lr1e-05_drop0.3_bigger_mlp_epochs5,0.779,0.4074,0.0267,0.779,0.9733,0.5926,2.3449
exp_adamw_roberta_base_lr1e-05_drop0.5_epochs5_frozen_clip,0.7794,0.4074,0.0272,0.7794,0.9728,0.5926,2.3448
exp_adamw_roberta_large_lr5e-05_drop0.3_hierarchical_epochs5_frozen_clip,0.7793,0.4107,0.0268,0.7793,0.9732,0.5893,2.3418
exp_adamw_roberta_large_lr1e-05_drop0.5_bigger_mlp_epochs5,0.7787,0.4113,0.0271,0.7787,0.9729,0.5887,2.3403
exp_roberta_base_lr1e-05_drop0.5_epochs5_frozen_clip,0.7782,0.412,0.0272,0.7782,0.9728,0.588,2.339
exp_roberta_large_lr1e-05_drop0.5_epochs5,0.7784,0.4133,0.027,0.7784,0.973,0.5867,2.3381
exp_adamw_roberta_base_lr1e-05_drop0.3_bigger_mlp_epochs5_frozen_clip,0.7776,0.4134,0.0274,0.7776,0.9726,0.5866,2.3368
exp_adamw_roberta_large_lr1e-05_drop0.5_bigger_mlp_epochs5_frozen_clip,0.7778,0.4144,0.0273,0.7778,0.9727,0.5856,2.3362
exp_adamw_roberta_base_lr1e-05_drop0.3_gelu_epochs5,0.7775,0.4158,0.0275,0.7775,0.9725,0.5842,2.3342
exp_roberta_base_lr1e-05_drop0.3_epochs5,0.7721,0.4119,0.0273,0.7721,0.9727,0.5881,2.3329
exp_adamw_roberta_large_lr1e-05_drop0.5_gelu_epochs5_frozen_clip,0.7754,0.4185,0.0274,0.7754,0.9726,0.5815,2.3295
exp_adamw_roberta_large_lr1e-05_drop0.5_epochs5_frozen_clip,0.7751,0.4184,0.0274,0.7751,0.9726,0.5816,2.3293
exp_adamw_roberta_base_lr1e-05_drop0.3_epochs5_frozen_clip,0.774,0.4191,0.0279,0.774,0.9721,0.5809,2.3271
exp_roberta_base_lr1e-05_drop0.3_epochs5_frozen_clip,0.7735,0.4191,0.0277,0.7735,0.9723,0.5809,2.3268
exp_adamw_roberta_base_lr1e-05_drop0.3_bigger_mlp_epochs5,0.7728,0.4184,0.0281,0.7728,0.9719,0.5816,2.3262
exp_adamw_roberta_large_lr1e-05_drop0.3_gelu_epochs5_frozen_clip,0.7748,0.4215,0.0276,0.7748,0.9724,0.5785,2.3256
exp_adamw_roberta_large_lr1e-05_drop0.5_gelu_epochs5,0.7725,0.4208,0.0275,0.7725,0.9725,0.5792,2.3241
exp_adamw_roberta_base_lr1e-05_drop0.3_gelu_epochs5_frozen_clip,0.773,0.4218,0.0279,0.773,0.9721,0.5782,2.3232
exp_roberta_large_lr1e-05_drop0.5_epochs5_frozen_clip,0.7731,0.4241,0.0278,0.7731,0.9722,0.5759,2.3212
exp_adamw_roberta_large_lr1e-05_drop0.3_epochs5_frozen_clip,0.7738,0.4261,0.0278,0.7738,0.9722,0.5739,2.3199
exp_adamw_roberta_base_lr1e-05_drop0.3_epochs5,0.7709,0.4235,0.0281,0.7709,0.9719,0.5765,2.3193
exp_adamw_roberta_large_lr1e-05_drop0.3_bigger_mlp_epochs5_frozen_clip,0.771,0.4261,0.0279,0.771,0.9721,0.5739,2.317
exp_adamw_roberta_large_lr1e-05_drop0.3_epochs5,0.7712,0.4281,0.0279,0.7712,0.9721,0.5719,2.3152
exp_roberta_large_lr1e-05_drop0.3_epochs5,0.7679,0.4264,0.0279,0.7679,0.9721,0.5736,2.3135
exp_adamw_roberta_large_lr1e-05_drop0.3_gelu_epochs5,0.7711,0.4344,0.0282,0.7711,0.9718,0.5656,2.3085
exp_roberta_large_lr1e-05_drop0.3_epochs5_frozen_clip,0.7684,0.4361,0.0285,0.7684,0.9715,0.5639,2.3037
