,Unnamed: 0,id,conversation_id,created_at,replies,tweet_text,tweet_lang,lang_confidence,reply_emotion_roberta_base,emotion_confidence_roberta_base,reply_emotion_roberta_large,emotion_confidence_roberta_large,reply_emotion_bart,emotion_confidence_bart
2067,2067,1096812724280090625,1096453855762632705,2019-02-16 16:45:05+00:00,Wow!! That’s insane!!,march for action against climate change #schoolstrikeforclimate !!! [USER] your lyrics were fitting x [URL],en,0.8171119093894958,surprise,0.8777201771736145,surprise,0.9832333922386168,surprise,0.7785595059394836
7860,7860,1099405515891781632,1099399134363041792,2019-02-23 20:27:55+00:00,waitaki did not sign either,"55 councils signed the Local Govt Leaders' #ClimateChange Declaration. The other twenty-three, incl Coromandel & West Coast have not. Pictured is Sandra Goudie, Mayor of Thames Coromandel. My [USER] [USER] #cartoon #nzpol [URL]",en,0.7745655179023743,sadness,0.5623690485954285,disgust,0.3536305129528045,surprise,0.3381218314170837
5129,5129,1098217264342458368,1097986855050665986,2019-02-20 13:46:14+00:00,but you did go to prison no,With the amazing [USER] #eusupergirl telling le tout Paris  Brexit is couilles at a great European initiative for financing climate change financing [URL],en,0.6473568081855774,disgust,0.7119530439376831,anger,0.5674212574958801,surprise,0.4333928823471069
6706,6706,1098983604057710592,1098972205390524416,2019-02-22 16:31:23+00:00,meanwhile it isdegrees here and climbing,"Guys, it’s been snowing at my house in AZ for an hour and I think I’m going to go buy a lottery ticket. Also, climate change is real bitches. [URL]",en,0.979656994342804,joy,0.7784661650657654,joy,0.3542265892028808,surprise,0.3028081059455871
11432,11432,1100543820951941126,1100522521047252993,2019-02-26 23:51:08+00:00,the last time arthurs seat was on fire i believe it was human carelessness yes climate change is real but let us not spread misinformation,"Arthur’s Seat 2018, vs Arthur’s Seat 2019.Climate change must be combatted. [URL]",en,0.8288533687591553,anger,0.7770254015922546,anger,0.7164382934570312,pessimism,0.2210950255393982
6117,6117,1098598857200582657,1097623561106321413,2019-02-21 15:02:33+00:00,when havent petitions led to economic transformation,"1/ An \Economists' statement on carbon dividends\"" signed by 3,300 econs is making the headlines. Largest econ petition ever[URL] 1997, 2,500 econs signed an \""Economists' statement on climate change.\"" Then largest petition ever Here's a quick comparison: [URL]",en,0.7306004762649536,anticipation,0.4739728271961212,optimism,0.5295316576957703,surprise,0.4043338596820831
5343,5343,1098264516620664833,1098256701487222784,2019-02-20 16:54:00+00:00,access to clean water and affordable food are not on this list i guess if you listed everything the list would be too long or maybe that climate change is only partially responsible for the clean part of the water part and the affordable part of the food part,Climate change carries many hazards. These are the dangers that could increase in your city in the future [URL] [URL],en,0.8991300463676453,disgust,0.5947531461715698,sadness,0.7971084117889404,surprise,0.8849815726280212
8016,8016,1099521600473358337,1099140102616465409,2019-02-24 04:09:12+00:00,if giving money to politicians is free speech then anything is was a corrupt fraud and citizens united will be overturned one way or another,"Sen. Dianne Feinstein clashed with children over climate change policy, criticizing their requests that she back the Green New Deal, accusing them of presenting an ultimatum and contrasting their inability to vote with her three decades in office [URL] [URL]",en,0.9070135354995728,anger,0.9928654432296752,anger,0.9934796094894408,pessimism,0.3222230970859527
10371,10371,1100370920089169921,1100154569663733760,2019-02-26 12:24:05+00:00,environment and clinate change together make a pretty powerful concern level however,"In new Pew Poll, climate change falls to the bottom of concerns voters believe [USER] and Congress should focus on in 2019.It may be the greatest gap between public sentiment and the catastrophic stakes of inaction we’ve seen since the isolationism of the 1930s. [URL]",en,0.8768444061279297,anticipation,0.586611270904541,fear,0.9568414688110352,fear,0.5058737397193909
1447,1447,1096567424395161602,1096494783256846339,2019-02-16 00:30:21+00:00,how many hundreds have died too soon because of out of control gun violence in the yrs since he took office amp illegal immigrants trying to fetbin at airports but he is prority a wall at soutbetn border,Things that qualify more as a National Emergency.*Climate Change*Affordable Healthcare*Affordable Housing*Poverty &Low Incomes*Gun Violence*Student Debt*Opioids*Clean Air And WaterBut I guess wasting billions is a better idea.#FAKENationalEmergency #FakeTrumpEmergency [URL],en,0.8882511258125305,anger,0.98554790019989,fear,0.9614589214324952,surprise,0.1755942106246948
5122,5122,1098215117458718720,1097987884097900544,2019-02-20 13:37:42+00:00,adieu little guy and all your fellows i at least mourn your passing,"It’s not a big, iconic or ‘sexy’ species and it won’t get much coverage in the media but this is important. The Bramble Cay melomys is now extinct ... the first mammal to be declared extinct due to human-caused climate change. Don’t let this go unnoticed.[URL] [URL]",en,0.9671799540519714,sadness,0.9794346690177916,sadness,0.994209051132202,sadness,0.785470724105835
2277,2277,1096870424087068679,1096721839273971713,2019-02-16 20:34:22+00:00,blokes in yellow vests shouting racist abuse at coppers somehow seem to get off with a verbal warning,"i doubt i'm the first to think it odd that plod can cuff a teenage girl on a climate change march yet stand, not bothering their arses, while thuggish men shout misogynistic and homophobic abuse outside the commons. [URL]",en,0.9162381291389464,anger,0.9842670559883118,anger,0.9901691675186156,surprise,0.6781544089317322
6540,6540,1098858307802980353,1098854934869671936,2019-02-22 08:13:31+00:00,he does not want his granchildren to drink clean water or breathe clean air,Donald Trump picks climate change denier to head committee on threat of global warming [URL] [URL],en,0.8398228883743286,disgust,0.6934991478919983,disgust,0.9787842631340028,disgust,0.2936002314090729
10976,10976,1100453139495432198,1100432886677807105,2019-02-26 17:50:48+00:00,have you noticed the of conservatives as to the reality of at st some were on board but after figured out that being against everything liberals were for worked in stop things amp get more elected had to be shelved,"Time To Roll With Tuesday's #RenewablesNow! Show…written/tweeted by RTCTHEME: When The #Clouds Disappear And We Fry, #ClimateChange 3.0#newresearch #cleanenergy  #science #solarpanels #windpower [URL]",en,0.7571661472320557,anticipation,0.6850999593734741,disgust,0.377089112997055,surprise,0.5912758708000183
3498,3498,1097829865984745473,1097710900415389696,2019-02-19 12:06:51+00:00,is such a numpty,Australia doesn’t want students to walk out of school and this is how they imagine the punishment those that do join walk outs #ClimateStrike #ClimateChange #thefutureisus [URL],en,0.8363553881645203,anger,0.9707502126693726,disgust,0.9895654916763306,pessimism,0.679480254650116
6190,6190,1098626981187342336,1097987884097900544,2019-02-21 16:54:18+00:00,every time a specie becomes extinct we are closer to our own extinction do not let this go unnoticed,"It’s not a big, iconic or ‘sexy’ species and it won’t get much coverage in the media but this is important. The Bramble Cay melomys is now extinct ... the first mammal to be declared extinct due to human-caused climate change. Don’t let this go unnoticed.[URL] [URL]",en,0.9671799540519714,sadness,0.5797977447509766,fear,0.984230935573578,surprise,0.2020938992500305
1738,1738,1096727906284437505,1096718870721818627,2019-02-16 11:08:03+00:00,should they not be in lessons reading writing and arithmetic,"Always good to talk to local school children about issues they’re concerned about,. thanks [USER] Year 9 for having me yesterday. Discussed climate change, school uniforms, Brexit and lots of other important issues! [URL]",en,0.991412878036499,anticipation,0.5233635306358337,disgust,0.8508380651473999,surprise,0.269853413105011
10002,10002,1100242625074999296,1100154569663733760,2019-02-26 03:54:17+00:00,and we coddle politicians who wanna delay or deny we must create an urgency that matches the scale of the issue amp create a mandate for theelection this issue is all of ours it involves how we live now and our moral reposnslibity to the future no more climate,"In new Pew Poll, climate change falls to the bottom of concerns voters believe [USER] and Congress should focus on in 2019.It may be the greatest gap between public sentiment and the catastrophic stakes of inaction we’ve seen since the isolationism of the 1930s. [URL]",en,0.8768444061279297,optimism,0.8083451986312866,optimism,0.9063996076583862,pessimism,0.1660119295120239
9073,9073,1100119809994432512,1100118750198710273,2019-02-25 19:46:16+00:00,well she should not have then anyway i am completely on board with that,Ocasio-Cortez asks if climate change means we should stop having kids [URL] [URL],en,0.7485347986221313,optimism,0.9672417044639589,optimism,0.9808298349380492,surprise,0.19232839345932
2186,2186,1096847804012605440,1096476267866742786,2019-02-16 19:04:29+00:00,at least they picked a white girl,London's finest have started arresting children for standing up for their future. Where does it lead when the establishment instruct the [USER] to 'kettle' schoolkids who are concerned about climate change & how ineffective the Gov policies actually are. [USER] [URL],en,0.8733810782432556,optimism,0.8839481472969055,anger,0.7425335645675659,optimism,0.286764532327652
1703,1703,1096721023855153159,1096718870721818627,2019-02-16 10:40:42+00:00,you will find the time to engage with the young people on climate protests they will be outside your place of work every for the foreseeable,"Always good to talk to local school children about issues they’re concerned about,. thanks [USER] Year 9 for having me yesterday. Discussed climate change, school uniforms, Brexit and lots of other important issues! [URL]",en,0.991412878036499,optimism,0.9085270166397096,optimism,0.9711119532585144,anticipation,0.341499000787735
1511,1511,1096603615236669440,1096476267866742786,2019-02-16 02:54:10+00:00,getting in some post brexit training m,London's finest have started arresting children for standing up for their future. Where does it lead when the establishment instruct the [USER] to 'kettle' schoolkids who are concerned about climate change & how ineffective the Gov policies actually are. [USER] [URL],en,0.8733810782432556,anticipation,0.8985470533370972,joy,0.7676138281822205,pessimism,0.2585471570491791
3998,3998,1097965681163882497,1096905080475774976,2019-02-19 21:06:32+00:00,ecords show what would be a warming trend even if the whole picture and supporting data may not be totally accurate the cause of any warming and potential fixes are far from settled,Today [USER] and I announced the introduction of the Resources Sustainability & Security Act to ensure that New Mexico state agencies prepare for climate change and take action to address the long-term impacts statewide #ActOnClimate [URL],en,0.8164734840393066,anticipation,0.7852643132209778,anticipation,0.8710910677909851,anticipation,0.2085932493209839
12369,12369,1101200740398247936,1101179258909614080,2019-02-28 19:21:30+00:00,IK. Smdh,Ask me anything 😬🧐! Friday March 1st @ 1pm ET/10 am PT. Stop by with your meteorology/seismology/climate change/aviation/science/messydesk questions 👋🏻 [URL] [USER] #AMA [URL],en,0.846160352230072,sadness,0.96257883310318,sadness,0.6115174889564514,surprise,0.2669490873813629
3814,3814,1097931307240296449,1097912551038439430,2019-02-19 18:49:56+00:00,t you already indoctrinated these poor kids into believing this garbage it is nothing more than wealth distribution,"Despite the immediate danger posed by climate change, many middle school and high school teachers lack the training to teach students about it. Our bill will create professional development grants for teachers to ensure students are getting the best education they can. [URL]",en,0.9241490364074708,disgust,0.974814474582672,disgust,0.9930209517478944,pessimism,0.331552654504776
8570,8570,1099878008876191744,1099785664546058242,2019-02-25 03:45:26+00:00,unning away does not count,"Prime Minister [USER] says the coalition has \runs on the board\"" when it comes to #climatepolicy.On air with Jon Faine talking about their $2b climate solutions fund.READ MORE: [URL] #auspol #ClimateAction [URL]",en,0.7710564136505127,anger,0.7082645893096924,disgust,0.3965934514999389,surprise,0.4009988605976105
7099,7099,1099144229236793344,1098806881122869249,2019-02-23 03:09:40+00:00,hi thanks for your feedback which we will relay to the relevant department for their consideration,"Impressed that [USER] allows me to purchase carbon offsets for travel bookings on their portal, as does EVA Air. [USER] -- any chance you can do the same soon? It's an easy way for you to join the climate change conversation. [URL]",en,0.9321288466453552,optimism,0.927518904209137,optimism,0.9635753035545348,surprise,0.1809461414813995
8726,8726,1099946088138588160,1099912366219702274,2019-02-25 08:15:58+00:00,same who told him sm has spent months quietly working to craft a policy response how the  would he know that truthful would be claims he has spent but no unsubstantiated public relations hearsay is blithely turned into fact,"I'd be very interested to know exactly who told Bevan Shields that Direct Action/ERF is \a successful and credible policy\"" [URL] [URL]",en,0.7833437919616699,disgust,0.8492286801338196,disgust,0.8358191847801208,surprise,0.4854827523231506
10800,10800,1100435371081502722,1100410157895315457,2019-02-26 16:40:12+00:00,yeah i try to remain open minded listening to all the women s views but seems to be getting ruder amp ruder if no one gives her the floor every time she wants to get her view across dad was fierce but he still had more manners than her etiquette,Ahead in #HotTopics: Alexandria Ocasio-Cortez brings up a “legitimate question” she believes is asked in the wake of climate change and crippling student loan debt: “Is it okay to still have children?” What are your thoughts? Tweet us. [URL],en,0.8483988642692566,anger,0.9628444314002992,anger,0.9754805564880372,surprise,0.3435805737972259
1350,1350,1096547087716663298,1096433735820398592,2019-02-15 23:09:33+00:00,all of the above,If Trump has declared a national emergency for his Border Wall... what would be your choice for a national emergency?Guns?Climate Change?MAGA?Fox News?Sarah Slanders?Eric & Donny Jr?Tag... you’re it!! 🤪 [URL],en,0.7156260013580322,disgust,0.0707032531499862,anticipation,0.1786332428455352,trust,0.1839274615049362
8589,8589,1099879829422379010,1099877122741399553,2019-02-25 03:52:40+00:00,what is wrong with a horse the amish do it everyday is not that what she wants for us cheap seats,"\Like climate change is going to like seriously kill all of us like tomorrow, so, I'm going to hop in this automobile that uses a combustible engine and then I'm going to get on an airplane to D.C. so I can save the world from things that create too much CO2\"" [URL]",en,0.9149789214134216,anger,0.8273364901542664,anger,0.979783535003662,surprise,0.3412031233310699
4604,4604,1098079585449652225,1097045226823139328,2019-02-20 04:39:09+00:00,the rich are getting richer and the poor are getting poorer the rich are paying less tax and we are paying more keeping us poor keeps our minds focused on everything other than how terrible a job they are doing,#algore you were wrong! #Climatechange is a tool for the globalist for more control and taxes to keep us poor. There should be no #CarbonTax or #emissionstax and no stealth taxes. Voting #AustralianConservatives into the senate is common sense. [URL],en,0.8491311073303223,disgust,0.9443510174751282,disgust,0.9748489260673524,pessimism,0.3470174372196197
10837,10837,1100437747192528901,1100427101461716995,2019-02-26 16:49:38+00:00,of the original followers of the gnd plan goosey loosey turkey lurkey cocky locky ducky daddles their leader is chicken a k a henny or the trickster in support of their plan is foxy loxy a k a the media,Fox News host rips into Ocasio-Cortez over her climate change remarks [URL] [URL],en,0.7290932536125183,joy,0.5033830404281616,disgust,0.5563147664070129,surprise,0.2939830720424652
6960,6960,1099107556494983168,1097912551038439430,2019-02-23 00:43:56+00:00,dork you want to know what happened to the ozone hole people got together and fixed it,"Despite the immediate danger posed by climate change, many middle school and high school teachers lack the training to teach students about it. Our bill will create professional development grants for teachers to ensure students are getting the best education they can. [URL]",en,0.9241491556167604,anticipation,0.6171113848686218,anticipation,0.7295346260070801,surprise,0.3466797471046448
4371,4371,1098033776754606080,1097977181022683136,2019-02-20 01:37:07+00:00,it was a wonderful office i once filmed talking about the objects around his office and their significance i have to find that one,"Wally in his natural habitat. Note the angry beast at the top right...(Photo by Peter Essick, from \Climate Change: Picturing the Science\"" [URL] [USER]) [URL]",en,0.8951290845870972,joy,0.9855990409851074,joy,0.994564652442932,surprise,0.3250696063041687
11294,11294,1100509598014943235,1100000729878749184,2019-02-26 21:35:09+00:00,no dandelions on the back lawn at moment leaving the front and my hedgerow for pollinators stevenwe seem to have quite a lot of flowers out that the bees are loving too,Nice 2 see pollinators in this freaky weather but worrying. Many will emerge weeks before sufficient forage is available and r prob' doomed esp in farmed landscapes. You can help! Plant Cherry-plum Prunus cerasifera wherever possible to provide late winter forage #ClimateChange [URL],en,0.991699993610382,joy,0.9871681928634644,joy,0.9968737363815308,love,0.3571968972682953
3632,3632,1097905807402758144,1097905733402648576,2019-02-19 17:08:37+00:00,which leads to my speculation about climate change in regards to these pink flames the fire seems to be portrayed sinisterly is trying to put them out to no avail and it is obvious that the fire is not naturally placed someone purposefully controlling the fire,sorry to Frozen on Main i just wanted to put my thoughts down a bit about my predictions for Frozen 2's story (Spoiler Alert I think it's about climate change) It's probably already been pointed out but the snowflake pattern has symbols that match the floating shapes in Arendelle [URL],en,0.9610443115234376,fear,0.5686203837394714,disgust,0.5799498558044434,surprise,0.4344180524349212
6346,6346,1098679908190937089,1097045226823139328,2019-02-21 20:24:37+00:00,what are you supposed to be measuring there mate if it is how thick you are you are going to need a longer ruler,#algore you were wrong! #Climatechange is a tool for the globalist for more control and taxes to keep us poor. There should be no #CarbonTax or #emissionstax and no stealth taxes. Voting #AustralianConservatives into the senate is common sense. [URL],en,0.8491311073303223,disgust,0.6161594986915588,anger,0.6613764762878418,surprise,0.7786736488342285
3557,3557,1097868833950294016,1097698843997552641,2019-02-19 14:41:42+00:00,and what does science tell us about the human being living in the womb of his her mother and how does your decision to legally allow the termination of the life of those human beings up tomonths gestation stand up to science,"I accept the science of climate change, so does everyone in my govt. I would hope that in the forthcoming federal election campaign, media will ask all candidates whether they accept climate change. [USER] #qldpol [URL]",en,0.877319872379303,disgust,0.8243266940116882,disgust,0.811797022819519,anticipation,0.2617925703525543
520,520,1096446061026136064,1096444540129591296,2019-02-15 16:28:06+00:00,seize land for wind turbines and solar fields,NYT columnist: I'd love to see Hannity react to future Dem president declaring emergency on climate change [URL] [URL],en,0.759129524230957,joy,0.6614876389503479,disgust,0.8895166516304016,anticipation,0.420863389968872
11349,11349,1100519080224849920,1100408834718261257,2019-02-26 22:12:50+00:00,oll on is what i say in fact no to roll ons and yes to aerosols,It’s February in #Dublin it’s 18 degrees and I think I just got sunburnt but yeah ... no such thing as #climatechange 🙄 [URL],en,0.9714316725730896,disgust,0.4077105820178985,optimism,0.342189222574234,pessimism,0.4572653174400329
12291,12291,1101188053912059904,1101176583912599552,2019-02-28 18:31:05+00:00,can not wait to read and share with our naturalists,Exciting/terrifying update: writing a book with [USER] about science communication & engagement on emotional & contentious issues. It will be practice-based view & expand themes from pieces like this [USER] [URL] & [USER] [URL] [URL],en,0.9596753716468812,joy,0.9722763895988464,joy,0.979784905910492,anticipation,0.7031314373016357
2293,2293,1096873734336667649,1096491729929334785,2019-02-16 20:47:31+00:00, piss off,"Climate change is making it harder to find good parking.American coastal cities, like Annapolis, were built too close to the sea [URL] via [USER] [URL]",en,0.8635124564170837,disgust,0.577241063117981,anger,0.9653794765472412,anger,0.430961012840271
2677,2677,1097119316649168897,1096825794108841984,2019-02-17 13:03:23+00:00, I hear you.,"\While conducting our research, we constantly encounter new evidence that depending on fossil fuels for energy harms people and communities at every point along fossil fuel supply chains, especially where coal, oil and natural gas are extracted.\"" [URL] [URL]",en,0.9144427180290222,optimism,0.8718902468681335,optimism,0.6784399151802063,surprise,0.20320725440979
5413,5413,1098286373344329730,1097912551038439430,2019-02-20 18:20:51+00:00,oh please you cannot stop a person with a science background from thinking and using logic do you want to rewrite all the textbooks oh wait you already did that and real science teachers teach explain why that garbage cannot be true,"Despite the immediate danger posed by climate change, many middle school and high school teachers lack the training to teach students about it. Our bill will create professional development grants for teachers to ensure students are getting the best education they can. [URL]",en,0.9241491556167604,anger,0.9802120923995972,anger,0.993952453136444,surprise,0.3325478732585907
10960,10960,1100450629737054209,1100154569663733760,2019-02-26 17:40:50+00:00,environment was higher but renewable energy would get to the top,"In new Pew Poll, climate change falls to the bottom of concerns voters believe [USER] and Congress should focus on in 2019.It may be the greatest gap between public sentiment and the catastrophic stakes of inaction we’ve seen since the isolationism of the 1930s. [URL]",en,0.8768444061279297,optimism,0.9660651087760924,optimism,0.9789429306983948,surprise,0.3267557621002197
9231,9231,1100149096529068032,1100119758354169856,2019-02-25 21:42:39+00:00,it is not a new ie wife and i chose to adopt instead of having our own adopted daughter is i am ancient,"Ocasio-Cortez: Climate change is forcing youth to ask \Is it OK to still have children?\"" [URL] [URL]",en,0.6967440247535706,sadness,0.3971201777458191,sadness,0.7709411978721619,surprise,0.4703209400177002
6786,6786,1099019933218791424,1098995895503249408,2019-02-22 18:55:45+00:00,we are not prepared for this shit desert dwellers do not have snow tires n shit unless they spend a lot of time in northern az or up on mt ad it is still fn snowing a least i am off for the weekend,2nd time in about 2 months in the low desert. . But people can keep disregarding climate change. [URL],en,0.9199368357658386,anger,0.9768556356430054,anger,0.98125559091568,surprise,0.6781947612762451
3881,3881,1097942370899947521,1097912551038439430,2019-02-19 19:33:54+00:00,liberal policies in the schools,"Despite the immediate danger posed by climate change, many middle school and high school teachers lack the training to teach students about it. Our bill will create professional development grants for teachers to ensure students are getting the best education they can. [URL]",en,0.9241490364074708,disgust,0.8702775835990906,disgust,0.9881731867790222,optimism,0.5552693009376526
9463,9463,1100171934774558720,1100154569663733760,2019-02-25 23:13:24+00:00,there are a variety of issues affecting climate change of the spokespeople have little credibility they demand blank checks for projects yet to be determined with unknown effectiveness about of politicians want to discuss the issue using rational debate,"In new Pew Poll, climate change falls to the bottom of concerns voters believe [USER] and Congress should focus on in 2019.It may be the greatest gap between public sentiment and the catastrophic stakes of inaction we’ve seen since the isolationism of the 1930s. [URL]",en,0.8768444061279297,disgust,0.9503052830696106,disgust,0.9528489708900452,surprise,0.3844532668590545
5415,5415,1098287007636307968,1097987884097900544,2019-02-20 18:23:22+00:00,i think this is a great story to share in your efforts to help our nation see how important climate change is not only to us but animals as well,"It’s not a big, iconic or ‘sexy’ species and it won’t get much coverage in the media but this is important. The Bramble Cay melomys is now extinct ... the first mammal to be declared extinct due to human-caused climate change. Don’t let this go unnoticed.[URL] [URL]",en,0.9671795964241028,optimism,0.9933639764785768,optimism,0.9900237917900084,anticipation,0.375806599855423
12481,12481,1101235930298499072,1100106473173147648,2019-02-28 21:41:20+00:00,Hahah get em Ms Lisa,"Thread: Met Éireann guidelines for staff on what to say if asked about climate change in the media. If queried about extreme weather events, it is \scientifically correct\"" to say there is an increased risk of such events due to human activities: [URL]",en,0.8998474478721619,joy,0.984384059906006,joy,0.9962283372879028,surprise,0.5842933058738708
5490,5490,1098300193898848256,1098293725510414338,2019-02-20 19:15:46+00:00, It has nothing to do with Q. Why do you have to say Amen to everything Meinterm Media publishes?! Bhaiyat Some critical thinking.,"A small brown rat which lived on a tiny island off northern Australia is the world's first mammal known to have become extinct due to \human-induced climate change,\"" the Australian government says [URL] [URL]",en,0.8746933341026306,anger,0.8730514049530029,anger,0.956544816493988,surprise,0.5037015676498413
4543,4543,1098067124659122176,1097912551038439430,2019-02-20 03:49:38+00:00,"Quando appena inizieranno a morire parenti o familiari di alcuni e mondiali,allora si che forse muoveranno il culo per salvare il!","Despite the immediate danger posed by climate change, many middle school and high school teachers lack the training to teach students about it. Our bill will create professional development grants for teachers to ensure students are getting the best education they can. [URL]",en,0.9241491556167604,joy,0.2249023616313934,optimism,0.7591849565505981,surprise,0.4189707338809967
4771,4771,1098115304587063296,1098100698766499840,2019-02-20 07:01:05+00:00,iam afraid of that creature at it bring us people virus,"Australia has confirmed the first known extinction of a mammal as a result of human-induced #climatechange, after a recovery plan failed to save the Bramble Cay melomys, a little brown rat native to the country's northernmost islands. [URL]",en,0.9223997592926024,fear,0.992270827293396,fear,0.9959206581115724,fear,0.6567013263702393
3483,3483,1097825582396686337,1097825568626827264,2019-02-19 11:49:50+00:00,overhaul existing transportation by investing in infrastructure that supports zero emission vehicles and building public transit systems and high speed rail mitigate long term adverse health economic and other effects of pollution and climate change,The Green New Deal (GND) is a set of proposed economic stimulus programs in the United States that aim to address climate change and economic inequality. We will be breaking down what the GND is about in this #thread! [URL],en,0.8701931238174438,optimism,0.975915551185608,optimism,0.9669955372810364,surprise,0.2497863471508026
5385,5385,1098279159690719233,1097912551038439430,2019-02-20 17:52:11+00:00,if you can not get the people to believe it teach it to the young so they can become political activist thru fear there is to much info that shows climate change to be false including scientists lines his pockets and yet not one of his predictions is true,"Despite the immediate danger posed by climate change, many middle school and high school teachers lack the training to teach students about it. Our bill will create professional development grants for teachers to ensure students are getting the best education they can. [URL]",en,0.9241491556167604,fear,0.9930399656295776,fear,0.9839717149734496,fear,0.630452573299408
6938,6938,1099094685954404352,1099081974658953216,2019-02-22 23:52:47+00:00,you haven t got a policy that works u have spent billions on direct action and emissions have increased evert year with facts not spin,"#Awesome to be in Highett this morning. Topics of the morning: people angry about Labor’s #RetirementTax, wanting sensible #ClimateChange policy, & happy about the Federal government’s investment in car parking at our local train stations. To top it off - the sun is out! [URL]",en,0.9282357096672058,anger,0.9872697591781616,disgust,0.9892605543136596,pessimism,0.2627870738506317
1540,1540,1096639184670908416,1096433735820398592,2019-02-16 05:15:30+00:00,treason and collusion w ussia,If Trump has declared a national emergency for his Border Wall... what would be your choice for a national emergency?Guns?Climate Change?MAGA?Fox News?Sarah Slanders?Eric & Donny Jr?Tag... you’re it!! 🤪 [URL],en,0.7156260013580322,anger,0.9871557950973512,anger,0.9827882647514344,disgust,0.3421464264392853
1510,1510,1096603348252442625,1096409604823703552,2019-02-16 02:53:06+00:00,simons blog shows how the whole system can be changed to benefit eveyone,"Time for action on climate change #schoolstrike4climate #ClimateStrikeLabour will:🌱 create 400,000 green jobs🌊 ensure 60% of the UK’s energy comes from low-carbon or renewable sources🏡 invest in green homes & transportWe stand with #YouthStrike4Climate. RT if you do too [URL]",en,0.8363425135612488,disgust,0.6067338585853577,optimism,0.9894790053367616,surprise,0.2538617849349975
12120,12120,1101095937848590336,1100154569663733760,2019-02-28 12:25:03+00:00,Twit,"In new Pew Poll, climate change falls to the bottom of concerns voters believe [USER] and Congress should focus on in 2019.It may be the greatest gap between public sentiment and the catastrophic stakes of inaction we’ve seen since the isolationism of the 1930s. [URL]",en,0.8768444061279297,disgust,0.6281705498695374,disgust,0.1933210492134094,surprise,0.3841690421104431
5103,5103,1098210353140314114,1098001280776060928,2019-02-20 13:18:46+00:00,what an odious hypocrite nasty individual who has helped destroy australian farmers leave politics go now,"I'm calling on [USER] to help farmers by backing the Coalition’s $5 billion Future Drought Fund. The fund will pay $100 million a year to help farmers be more resilient, better prepared for drought and adapt to climate change. [URL]",en,0.8867825269699097,anger,0.9900550842285156,anger,0.9940431714057922,disgust,0.6647198796272278
1780,1780,1096735007589236736,1096476267866742786,2019-02-16 11:36:16+00:00,especially when they seem to let people like and his yellow vest cronies get away with threatening violence and verbally abusing bystanders it is a joke,London's finest have started arresting children for standing up for their future. Where does it lead when the establishment instruct the [USER] to 'kettle' schoolkids who are concerned about climate change & how ineffective the Gov policies actually are. [USER] [URL],en,0.8733810782432556,anger,0.9895747303962708,anger,0.9886773824691772,surprise,0.5256192088127136
4180,4180,1098002218010271744,1097912551038439430,2019-02-19 23:31:43+00:00,ok this was a rather pivotal paper,"Despite the immediate danger posed by climate change, many middle school and high school teachers lack the training to teach students about it. Our bill will create professional development grants for teachers to ensure students are getting the best education they can. [URL]",en,0.9241491556167604,anticipation,0.7223832607269287,anticipation,0.8244093060493469,surprise,0.476717859506607
10944,10944,1100448949201264641,1100154569663733760,2019-02-26 17:34:09+00:00,even if we do implement the it will barely have any impact on anything as long as and other developing countries continue spewing crap into the air we are already much cleaner than these other countries,"In new Pew Poll, climate change falls to the bottom of concerns voters believe [USER] and Congress should focus on in 2019.It may be the greatest gap between public sentiment and the catastrophic stakes of inaction we’ve seen since the isolationism of the 1930s. [URL]",en,0.8768444061279297,anger,0.9661779403686525,disgust,0.987595796585083,pessimism,0.6196985244750977
10506,10506,1100396522770972673,1100154569663733760,2019-02-26 14:05:50+00:00,pst those cooperate taxes you obsess about are paid by the consumer,"In new Pew Poll, climate change falls to the bottom of concerns voters believe [USER] and Congress should focus on in 2019.It may be the greatest gap between public sentiment and the catastrophic stakes of inaction we’ve seen since the isolationism of the 1930s. [URL]",en,0.8768444061279297,disgust,0.4013913869857788,anger,0.9625882506370544,pessimism,0.3616054058074951
913,913,1096490119144636417,1096489048414265344,2019-02-15 19:23:10+00:00,brexit climate change and insanity all meet at the tufty club,Rees-Mogg - Britain could slash environmental standards 'a very long way' after Brexit. Tory #Brexit is very closely linked to the #ClimateChange denial lobby. Check the #55TuftonSt tag. It's the place where Brexit & climate-science change denial meet.#ClimateStrike #StopBrexit [URL],en,0.8113324642181396,anger,0.9696612358093262,disgust,0.9696975350379944,pessimism,0.3737755417823791
2265,2265,1096869502346817546,1096869493710774274,2019-02-16 20:30:42+00:00,it can align with ambitions to supported byin providing transparency to underpin it can also draw on the work of the uk with,A brilliant week talking about #heat and potential of #localenergyplanning in transforming our energy system to meet challenge of #climatechange defined so clearly by [USER] and decarbonising #heat outlined so well by [USER] [USER] [USER] [URL],en,0.8605431914329529,optimism,0.9517295360565186,anticipation,0.853085994720459,anticipation,0.2096175700426101
7165,7165,1099153328364228608,1098972205390524416,2019-02-23 03:45:49+00:00,i would i would do it,"Guys, it’s been snowing at my house in AZ for an hour and I think I’m going to go buy a lottery ticket. Also, climate change is real bitches. [URL]",en,0.979656994342804,optimism,0.8896348476409912,optimism,0.9503366947174072,anticipation,0.1916615217924118
